,FLWS,SRCE,FOXA,FOX,TWOU,DDD,MMM,SIXD,EGHT,AVHI,ATEN,AAC,AAON,AIR,AAN,ABAX,ABT,ABBV,ABY,ABEO,ANF,ABMD,ABM,AXAS,ACTG,ACHC,ACAD,AKR,AXDX,XLRN,ACN,ANCX,ACCO,ARAY,ACW,ACE,ACET,ACHN,ACIW,ACOR,ATVI,ACTA,ATU,AYI,ACXM,ADMS,AE,ADUS,ADPT
20141024,7.97,28.276973,33.019592,31.919007,17.93,37.07,144.951391,6.5,7.28,15.03,4.06,22,18.097908,24.537963,23.202571,48.684102,41.578013,58.37259,30.734305,10,30.603935,24.18,25.908852,4.04,15.918541,52.970001,26.92,28.906936,22.76,34.240002,77.520896,15.789499,7.2,7.09,4.28,106.286824,19.847857,11.71,18.450001,34.25,18.975767,17.4,30.362528,134.157839,16.860001,14.73,43.141313,18.129999,27.459999
20141027,8.28,28.413106,33.435433,32.324924,17.83,37.619999,145.897639,6.35,7.58,15.04,4.05,22.030001,18.107819,24.656648,23.920484,48.565046,41.362586,58.56623,30.800036,8.5,31.125428,24.549999,26.016562,3.65,16.022153,53.459999,27.040001,29.166494,22.58,34.799999,78.183805,15.676379,7.22,7.31,4.66,107.549536,20.580398,11.77,18.540001,34.459999,18.797591,17.459999,30.342572,135.224648,17.110001,15.28,42.87616,18.049999,27.030001
20141028,8.4,30.075886,33.970084,32.780344,17.870001,38.919998,147.360908,6.35,7.94,15.54,4.09,22,19.118765,25.210507,24.568601,49.616708,41.617183,58.992236,31.128697,8.85,31.907669,24.93,26.535523,3.97,16.483697,53.130001,27.889999,29.358759,22.629999,35.830002,78.629047,15.827206,7.34,7.4,4.82,108.414548,21.797997,11.94,19.02,35.060001,19.035159,18.309999,31.569844,137.996338,18.1,15.52,44.015334,18.27,27.67
20141029,7.92,30.435668,34.009685,32.780344,17.93,37.099998,147.312129,6.35,7.75,15.24,4.11,21.389999,18.970095,25.151165,24.030166,49.249619,41.8522,58.072448,31.128697,8.9,32.54505,25.35,26.662814,4.1,15.852607,52.91,27.629999,29.176107,21.709999,34.740002,78.708203,15.864911,8.44,7.25,4.96,107.748393,21.98608,11.71,19.27,35.880001,18.847085,18.360001,31.150775,137.547686,17.93,16.360001,43.111853,18.559999,32.23
20141030,8,30.289811,34.217607,32.958552,17.879999,37,148.375449,6.35,7.82,15.24,4.22,21.200001,19.267433,25.348971,24.149818,51.124755,42.58662,59.234285,30.940892,9.5,32.409849,31.35,26.868441,3.95,16.531123,59.080002,28.049999,29.608701,20.99,38.240002,79.766879,15.959968,7.9,6.22,5.02,108.335005,22.342452,11.95,19.200001,36.150002,19.381613,18.42,30.941242,137.906611,18.35,15.87,42.512804,19.299999,32.77
20141031,8.03,30.425946,34.138398,32.839744,18.200001,37.799999,150.004553,6.35,7.86,14.99,4.4,21.780001,19.475568,26.209433,24.688254,52.245869,42.684542,61.441772,30.518329,10,32.332588,32.790001,27.064274,4.13,17.081528,62.049999,27.700001,29.993231,21.719999,36.98,80.261588,16.017001,8.23,6.33,4.82,108.673059,22.510738,11.75,19.24,34.82,19.747865,18.799999,31.619735,139.013279,18.84,15.23,41.295064,19.870001,33.18
20141103,8.01,30.465065,34.009685,32.780344,17.690001,37.529999,149.546061,6.35,7.73,14.73,4.3,22,19.951307,25.922611,24.957472,52.533589,42.390774,61.238452,31.682723,10.5,31.492406,32.52,26.69219,4.01,16.844285,60.52,27.9,30.896872,22.889999,34.150002,80.113174,16.121562,8.33,6.38,4.74,108.175927,22.867109,12.12,18.969999,35.18,20.094317,18.68,32.038803,137.856757,18.690001,16.309999,41.452191,20.1,34.73
20141104,8.03,30.778028,32.999793,31.671494,17.370001,37.779999,151.253208,6.24,7.71,14.82,4.23,21.85,20.070242,25.932502,24.907616,52.960208,42.704127,60.667216,29.316376,11.55,31.791779,31.85,26.613856,3.83,16.787347,60.77,27.66,30.752674,22.27,34.540001,80.29127,16.387721,8.41,6.7,4.71,109.100593,22.728519,10.23,18.610001,34.779999,19.747865,18.389999,31.679601,137.876687,17.84,16.209999,41.118295,20.200001,34.310001
20141105,7.96,31.032312,34.494832,33.077356,17.940001,35.77,151.877535,6.24,7.57,14.71,4.18,21.6,20.090065,25.794038,25.186805,54.021793,42.753087,60.551033,29.607475,11.45,32.641621,31.709999,26.63344,4.09,16.891732,60.299999,27.190001,30.656541,21.27,33.220001,81.607198,16.08354,8.54,6.88,4.93,109.866173,22.283057,10.15,18.48,34.529999,20.618948,18.27,32.028823,138.474899,18.99,14.67,39.949661,19.860001,34.450001
20141106,7.92,31.208354,34.960177,33.592179,17.870001,34.91,152.22872,5.5,7.53,14.76,4.13,23.35,20.68474,26.179761,25.615559,53.41659,42.782463,60.715625,30.499549,9.75,34.167474,31.66,26.790107,4.07,17.0151,60.66,27.940001,30.387372,20.799999,34.139999,82.35915,16.311675,8.55,6.9,4.96,110.094857,22.055376,10.26,18.610001,35.959999,20.371481,15.9,31.929047,140.309397,19.379999,15.08,41.236144,20.4,33.650002
20141107,8.29,30.621547,34.267111,32.90905,17.889999,34.470001,152.716476,5.5,7.64,15.09,4.18,25.5,20.625271,26.080859,25.62553,51.223971,42.46911,59.544107,30.424428,9.65,28.48899,32.130001,26.672606,4.28,17.185916,60.41,27.690001,30.598862,20.35,30.190001,82.596615,16.349699,8.55,6.85,4.95,110.174392,20.817979,10.11,18.52,35.110001,20.440771,16.52,31.988915,139.970416,19.059999,15.07,42.031599,20.73,32.849998
20141110,8.51,31.179013,34.395824,32.958552,17.83,36.220001,153.799296,5.5,7.94,15.06,4.15,26.48,20.655005,26.43691,25.984486,52.523666,43.174156,61.761279,30.649792,8.5,27.70675,32.990002,26.69219,4.12,17.470607,61.290001,28.209999,30.810352,20.51,32.259998,83.26942,16.43525,8.85,6.9,4.85,110.870382,21.194147,12.85,18.540001,36.240002,20.708036,16.950001,32.008871,139.461946,19.209999,14.59,44.005515,20.780001,33.41
20141111,8.84,30.973631,34.58394,33.057555,17.700001,34.610001,153.262761,5.5,7.98,15.2,4.17,24.959999,20.94243,26.239104,27.011502,53.079263,43.330832,61.819369,29.889182,7.06,28.073726,33.09,26.750939,4.16,17.499077,61.48,27.5,30.964164,20.450001,33.720001,83.051747,16.169091,8.63,7.02,4.75,110.383187,21.006062,12.48,18.41,35.91,20.401177,16.969999,32.058759,138.504809,19.18,15.1,45.026841,20.870001,32.849998
20141112,9.03,31.638678,34.296812,32.859545,17.75,34.5,153.818795,5.5,7.96,14.98,4.12,25,21.279412,26.120419,27.520024,53.773759,43.311247,61.732231,30.396255,7.65,28.344131,33.599998,26.848857,4.04,17.812238,61.43,27.27,30.579636,20.4,33.790001,83.229842,16.245136,8.86,7.05,4.87,110.134621,21.342634,14.85,18.52,34.900002,20.203203,17.07,31.849224,138.295445,19.32,15.02,46.578476,21.26,33.459999
20141113,9.01,31.159454,34.643347,33.215961,17.77,33.389999,154.472402,5.5,7.92,14.8,4.16,26.76,20.93252,25.991845,27.430285,54.67827,43.66377,61.606368,28.133204,7.49,27.909552,33.48,26.780315,3.91,17.793258,61.290001,27.9,30.589249,20.73,35.310001,83.546456,16.140574,8.8,7.07,4.78,110.015314,21.075358,13.49,18.879999,33.73,20.133913,16.709999,31.420177,137.617469,18.530001,14.58,46.696321,21.48,31.48
20141114,8.99,31.159454,34.762157,33.374368,17.27,34.07,154.960158,5.47,8.01,14.92,4.23,26.459999,20.773939,25.784147,27.220893,54.469538,42.899973,61.9646,25.231617,7,27.909552,33.25,26.653022,4.07,17.71734,61.32,27.139999,30.233561,20.690001,33.5,83.744336,15.969472,8.99,7.02,4.81,109.985487,20.887273,13.97,19.27,33.470001,19.896344,16.709999,31.350333,137.876687,18.57,14.83,46.342784,21.629999,32.18
20141117,8.64,30.621547,34.989878,33.483274,16.26,35.330002,154.804072,5.47,7.7,14.81,4.12,28.030001,20.288289,25.8336,27.300661,54.330382,42.802048,62.971525,26.170642,6.85,28.179957,33.759998,26.476773,3.91,17.328261,62.25,27.08,30.339305,20.790001,33.200001,83.754233,15.921944,8.97,6.82,4.92,110.502501,20.877373,13.32,19.5,34.099998,19.69837,16.15,31.140797,137.009292,18.17,14.8,46.490092,21.450001,31.24
20141118,8.65,30.83671,34.950273,33.433772,17.360001,35.369999,156.228312,5.47,7.71,14.96,4.18,29.35,20.555892,25.625902,27.370459,54.280685,42.792257,63.949406,26.414787,6.9,27.948182,34.880001,26.496355,3.96,17.318771,63.009998,27.790001,30.223948,21.389999,33.330002,83.407938,16.036013,8.89,7.37,4.93,110.591989,21.114953,13.31,19.719999,34.529999,19.807256,16.07,31.060975,138.205702,18.469999,14.59,45.98925,21.950001,31.059999
20141119,8.5,30.367263,34.663146,33.324867,17.309999,36.040001,155.772273,5,7.52,14.79,4.11,29.139999,19.881928,25.388533,27.829126,53.74394,42.527865,63.416895,27.147228,7.1,27.98681,34.619999,26.143855,3.99,17.128976,62.009998,27.33,30.031683,20.280001,32.169998,82.754918,15.912439,8.95,7.21,4.88,111.675733,20.78828,12.91,19.49,34.98,19.371714,15.35,30.402438,138.405117,18.43,14.5,45.174149,21.66,30.719999
20141120,8.51,30.523745,34.712653,33.463472,17.68,35.459999,156.292068,5,7.63,15.01,4.1,27.02,20.268468,25.526998,28.55701,52.918947,42.870594,63.116756,26.978203,7.5,28.826995,35.049999,26.202604,4.22,17.385199,62.169998,27.74,29.945164,20.110001,34.279999,82.557038,16.330687,9.01,7.22,4.83,112.033669,20.976365,13.3,19.5,36.09,20.896111,15.57,30.881376,141.107009,18.77,14.73,44.054617,21.860001,30.530001
20141121,8.44,30.04452,34.861165,33.61198,17.66,35.150002,157.07667,4.5,7.57,14.83,4.06,26.040001,20.427047,25.576451,28.06843,53.475568,42.899973,65.217742,27.353813,7.19,28.440704,35.099998,26.58448,4.34,17.442137,61.779999,28.43,30.214334,20.01,34.830002,83.190265,16.549316,8.85,7.21,4.85,111.914354,20.827878,13.16,19.610001,35.939999,20.955503,15.59,31.080931,141.146898,19.02,14.83,43.760003,22.07,31.030001
20141124,8.51,30.787809,35.395816,34.107002,18.09,37.5,156.802061,5.01,7.76,15,4.08,26.6,21.001899,25.784147,28.397474,54.996344,43.399378,65.624383,27.400765,7.12,28.479332,35.5,26.839065,4.18,17.783768,63.209999,29.530001,30.329692,19.85,36.25,84.031269,16.58734,9.01,7.25,4.99,112.739595,21.055559,13.12,19.780001,36.41,21.084185,16.049999,31.390243,142.084075,19.43,14.83,44.093899,22.42,31.9
20141125,8.52,30.425945,36.197792,34.800033,18.09,36.869999,155.017092,5,7.86,14.98,4.1,28.440001,20.93252,26.061078,28.866113,56.536996,43.242701,65.895477,27.886858,7.07,28.682136,35.490002,26.69219,4.21,18.467029,62.169998,29.530001,30.377759,19.719999,35.950001,84.417141,16.796463,8.95,7.11,4.85,112.898681,21.293139,12.76,19.67,36.5,21.509828,16.34,31.210644,141.037226,19.49,14.71,44.270668,22.610001,32.009998
20141126,8.7,30.543306,35.960169,34.51292,18.120001,35.970001,155.262279,5.05,8.04,15,4.09,28.780001,20.962253,25.655573,28.190537,56.855066,43.330832,66.515122,28.009087,7.05,28.315158,35.779999,26.653022,3.97,18.504989,62.110001,29.950001,30.791126,20.280001,38.400002,84.248942,16.634867,9.09,7.09,4.83,113.375923,21.194147,13.21,19.52,36.810001,21.598917,16.700001,30.981152,140.648392,19.290001,14.84,44.810793,22.93,31.16
20141128,8.55,29.848918,36.435413,35.007942,18.08,35.279999,157.00801,5,7.78,14.97,4.08,28.860001,20.62383,25.348971,28.320263,57.053861,43.58543,66.99922,26.514141,7.01,28.052621,35.52,26.525731,3.33,18.049482,62.009998,29.870001,30.723833,20.219999,38.740002,85.416455,16.615856,8.76,6.89,4.68,113.684143,20.78828,12.87,19.450001,36.450001,21.430639,16.860001,29.294901,137.786959,19.030001,14.69,43.705572,23.08,30.440001
20141201,8.02,29.545733,36.910657,35.364358,18.120001,33.57,155.115173,5,7.74,14.74,3.99,29.59,20.444667,25.29952,28.290327,55.841217,43.399378,66.912086,24.323434,7.01,27.371968,35,26.408229,3.27,17.537035,61.66,28.68,30.435438,18.18,34.959999,85.089945,16.729924,8.67,6.65,4.32,114.211109,20.738785,12.33,19.379999,35.48,20.836718,16.049999,28.596452,136.620458,18.9,14.39,41.968794,23.02,30.809999
20141202,7.9,30.416165,36.821548,35.433661,18.48,34.130001,157.508201,5,7.68,14.53,4.04,31.610001,20.554156,25.477547,27.921105,56.815307,44.280684,67.066994,26.072237,7.03,27.070536,35.279999,26.653022,3.18,18.002032,62.220001,30.110001,30.454665,18.879999,35.57,85.07016,16.824981,8.9,6.58,4.38,114.320479,21.174348,13.24,19.4,36.470001,20.925806,16.049999,28.676275,137.767015,19.889999,14.48,43.379924,23.4,32.099998
20141203,7.95,30.641107,36.880955,35.314853,18.549999,34.48,159.136232,4.99,7.66,14.72,3.98,31.110001,20.693507,26.298446,28.44999,57.709881,44.731128,66.321486,26.015825,7,28.013726,35.43,26.819481,3.25,18.134889,63.290001,30.41,30.464278,18.700001,35.75,85.604439,16.340193,9.24,6.74,4.64,115.016461,21.540618,13.77,19.309999,36.84,21.262361,16.34,29.195122,139.33233,19.940001,14.56,43.784514,23.4,32.009998
20141204,7.7,30.386824,37.257191,35.790077,18.620001,33.950001,159.136232,4.99,7.63,14.16,3.93,30.459999,20.633784,26.110529,27.811338,56.914702,44.545076,67.357456,25.940607,7,27.128877,35.650002,26.623648,2.79,17.926114,63.5,30.459999,30.560411,18.299999,37.009998,85.426344,16.672891,9.19,6.9,4.72,115.463876,21.906887,13.8,19.059999,36.400002,21.549424,15.96,29.065409,140.319376,19.75,14.04,43.212169,23.27,32.25
20141205,7.86,30.993192,37.435408,36.156392,18.709999,33.849998,159.146049,5,7.71,14.09,4.04,31.709999,21.071743,26.506142,27.741484,57.153257,44.35902,67.493003,26.514141,6.99,26.535738,36.599998,26.750939,2.65,18.144379,64.059998,31.16,30.570022,19.27,37.560001,85.277937,16.939047,9.4,6.77,4.72,115.404223,21.7485,14.81,19.24,37.650002,21.569222,16.23,28.935699,139.810891,20.51,13.92,42.541142,22.879999,33.220001
20141208,7.95,30.81715,37.019567,35.829676,18.530001,32.220001,157.831835,5,7.6,13.74,4,31,20.87267,25.675353,27.871211,56.298442,44.760504,67.212225,25.479901,6.99,25.621718,36.509998,26.476773,2.36,17.261833,63.060001,32.189999,30.589249,18.709999,42.669998,84.070846,16.910532,9.19,6.6,4.62,116.905564,21.451526,13.48,18.879999,37.849998,20.708036,16.07,28.476719,137.268509,20.540001,13.82,42.925995,22.879999,32.02
20141209,8.13,31.482196,36.742343,35.403957,18.540001,32.130001,157.733769,5,8.16,13.79,4.12,32.41,21.58933,28.167722,27.352305,57.014101,44.496112,66.941131,25.442291,7,27.673399,37.799999,27.573443,2.64,17.973564,63.209999,32.779999,30.906487,18.68,43.34,84.278623,16.863002,9.4,6.66,4.75,115.394278,21.867291,14.12,19.190001,38.779999,20.757528,16.290001,29.1153,137.258544,21.030001,14.47,43.379924,23.66,32.970001
20141210,7.57,30.455285,36.623533,35.255453,18.43,30.540001,155.193635,5,7.86,13.75,4.02,29.59,21.051835,27.307262,26.793484,55.264713,43.448338,65.430746,25.338869,6.9,27.508099,36.779999,26.653022,2.52,17.442137,60.669998,32.299999,30.906487,17.469999,43.459999,82.84397,16.45426,9.24,6.75,4.66,114.211109,21.006062,13.4,18.85,38.290001,20.282392,15.72,28.646341,132.672302,20.290001,14.15,41.564204,23.52,33.709999
20141211,7.54,30.445504,36.752242,35.394058,18.379999,30.59,156.086104,5,8.1,13.73,4.11,29.780001,21.181233,27.079783,27.102831,56.248744,43.536469,64.898235,25.122617,6,26.54546,36.91,26.897815,2.5,17.375709,62.32,32.630001,31.175656,17.25,41.48,82.992377,16.45426,8.91,6.91,4.71,114.429841,20.936572,13.39,19.059999,38.639999,20.133913,15.56,28.905764,131.356239,20.67,14.39,40.557663,23.799999,35.139999
20141212,7.49,30.513967,36.534424,35.106944,17.940001,30,154.095186,6.35,8,13.64,4.01,29.959999,20.822903,26.575376,27.422157,56.855066,42.782463,63.194206,24.257617,6,26.992747,36.34,26.711774,2.63,16.958162,61.57,32.529999,30.50273,17.73,41.77,81.033333,16.444754,8.81,6.95,4.57,112.669997,20.867082,13.28,18.91,38.700001,19.69837,15.04,28.476719,129.531707,19.549999,13.97,39.176139,23.030001,36.5
20141215,7.39,30.543306,36.138386,34.809932,17.889999,28.379999,153.830395,8.46,7.96,13.49,4.07,29.700001,20.793042,26.862196,27.721527,55.880977,42.557241,63.533081,24.483271,6.55,26.526014,36.25,27.113233,2.56,16.502653,60.790001,30.34,29.897098,17.280001,38,81.013541,16.492283,8.73,6.64,4.54,111.599998,20.886936,12.72,18.860001,38.400002,19.817155,15.79,28.696231,128.783948,19.07,14.08,38.337353,22.780001,37.509998
20141216,7.37,30.650888,35.851258,34.48322,17.860001,30.049999,155.988038,8.45,8,13.28,4.06,29.4,20.87267,27.425945,27.152725,56.34814,42.49849,63.174846,23.778107,6.15,26.282924,35.849998,27.289484,2.66,16.474185,59.169998,30.02,29.839419,17.290001,37.630001,81.99307,16.254642,8.57,6.59,4.38,110.739998,20.6189,12.92,19.09,38.25,19.183638,16.73,28.307096,127.976372,19.49,14.14,40.202416,22.040001,37
20141217,7.92,31.462635,36.861153,35.443559,18.209999,32.110001,157.508201,8.1,8.3,13.83,4.2,29.75,21.440026,27.910572,28.120685,58.405657,43.340623,64.452865,24.323434,6,26.759381,36.919998,27.446151,2.97,16.901222,61.330002,31.5,30.483503,17.940001,39.73,84.397356,16.283158,8.84,7.16,4.4,112.690002,21.41308,14.2,19.469999,38.470001,19.470701,17.309999,28.566518,132.582559,20.440001,14.63,46.587039,21.68,37.439999
20141218,8.16,32.245048,37.376001,36.037588,19.1,31.780001,162.117716,8.1,8.88,14.16,4.18,29.790001,21.858075,28.889717,28.54978,59.369808,44.819259,65.75993,24.229411,5.83,26.953852,37.060001,27.514693,2.99,17.508567,63.139999,32.849998,30.723833,18.25,40.48,88.790367,16.492283,8.87,7.4,4.43,114.540001,21.224461,14.55,20.139999,40.349998,19.836953,17.950001,27.937916,136.760039,20.9,15.08,45.66931,21.780001,38.41
20141219,8.05,33.50668,38.12847,36.691016,19.35,31.709999,162.294244,8.5,8.92,13.82,4.27,29.5,21.559468,27.00066,28.539801,59.449328,45.093441,65.556609,24.09778,3.75,26.807998,36.709999,27.416776,3.26,17.831218,62.959999,32.98,30.973779,17.940001,39.049999,89.552223,16.359203,8.9,7.54,4.35,114.699997,21.373372,14.21,20.02,40.060001,20.044824,18.219999,26.740576,136.969418,19.860001,14.45,46.13311,22.32,37.349998
20141222,7.98,33.760965,38.583916,37.116735,19.700001,31.389999,164.049792,7.5,9.19,13.81,4.4,29.6,21.7884,27.178687,29.148516,58.882765,45.406794,64.840145,23.96615,3.7,26.730209,38.400002,27.896569,3.19,17.612953,63.049999,32.240002,31.617863,19.35,38.5,90.215131,16.311675,8.96,7.52,4.35,115.339996,21.462717,15.49,20.41,40.049999,20.094317,18.190001,26.790466,139.631436,20.6,14.5,46.577172,23.01,36.68
20141223,7.89,33.672944,38.356195,36.938527,19.620001,31.18,163.657483,7.24,9.22,13.65,4.28,29.5,22.067101,27.989695,30.006706,57.908672,44.770298,62.303467,24.201204,3.65,27.449756,38.330002,28.425322,3.29,17.318771,62.580002,30.17,31.579409,18.440001,38,90.452589,16.359203,8.99,7.35,4.29,116.209999,21.760534,11.84,20.639999,38.400002,20.025026,18.290001,27.119734,139.063132,20.700001,14.65,47.179124,23.99,36.91
20141224,8.07,33.741405,38.32649,36.958329,19.440001,30.540001,163.745762,5.91,9.19,13.84,4.29,29.35,22.305987,27.366604,30.246201,58.127346,44.750713,64.104314,24.201204,3.44,27.284455,38.459999,28.425322,3.16,17.214384,62.919998,30.950001,31.685155,18.469999,38.799999,90.353649,16.473271,9.12,7.54,4.3,116.029999,21.691043,13.06,20.76,39.139999,20.143811,18.5,27.149667,139.521764,20.76,16.1,47.672526,23.799999,36.790001
20141226,8.31,33.800087,38.504707,36.948426,19.530001,32.959999,163.059226,8.33,9.31,14.29,4.2,29.76,22.266174,27.435836,30.34599,58.157164,44.897595,64.84983,24.379846,3.64,27.440033,38.639999,28.601571,3.14,17.223874,62.959999,31.73,31.87742,18.719999,40.5,90.294286,16.191927,9.1,7.52,4.44,116.209999,22.02857,12.82,20.77,39.66,20.213102,18.540001,27.419068,139.242602,20.709999,17.01,47.642919,24.01,37.02
20141229,8.3,34.152168,38.623517,37.116735,20.040001,32.200001,163.500575,7.83,9.21,14.34,4.15,29.889999,22.196497,27.960025,30.934749,57.530966,44.652788,65.004737,24.821748,3.5,27.897044,38.48,28.75824,3.07,16.98663,62.740002,31.959999,31.848103,18.92,39,89.562111,16.482974,9.14,7.54,4.46,116.470001,22.157623,12.66,20.58,41.07,20.15371,18.379999,27.618626,139.461946,20.809999,17.26,46.804137,24.129999,37.5
20141230,8.28,34.191289,38.286885,36.809821,19.58,31.889999,162.647314,7.15,9.13,14.5,4.21,30.959999,22.236312,27.84134,30.655337,57.580664,44.740919,64.191455,25.526911,3.56,27.965109,38.360001,28.52195,2.94,16.834795,62.279999,31.690001,31.877419,19.280001,37.66,89.235609,16.453868,9.05,7.53,4.42,116.269997,21.939225,12.29,20.57,40.639999,20.034925,18.35,27.558759,140.777993,20.540001,17.059999,47.465294,24.209999,37.869999
20141231,8.24,33.555584,38.029463,36.522707,19.66,32.869999,161.156587,7.17,9.16,14.57,4.36,30.92,22.286079,27.475398,30.505654,56.487299,44.084838,63.358805,25.686748,3.45,27.848424,38.060001,28.206899,2.94,16.075616,61.209999,31.75,31.30085,19.190001,38.959999,88.364917,16.415063,9.01,7.55,4.34,114.879997,21.542135,12.25,20.17,40.869999,19.945837,18.469999,27.179601,139.651381,20.27,17.370001,49.290885,24.27,37.400002
20150102,7.87,32.264609,37.475009,36.156392,19.48,32.419998,160.901583,8.07,9.06,14.23,4.54,30.209999,21.828215,26.911647,30.555549,57.361989,43.967332,63.794491,26.185064,3.4,27.790083,37.310001,27.980457,2.97,15.866841,59.98,31.15,31.828558,18.549999,38.259998,87.899889,16.347152,8.79,7.21,4.44,114.440002,21.462717,13.33,19.709999,40.509998,19.926039,18.24,27.079822,139.461946,19.6,17.49,49.014577,24.02,37.990002
20150105,7.81,32.254826,36.712641,35.413859,18.91,30.74,157.272816,8.04,8.84,15.04,4.36,29.73,21.09165,26.446801,30.435801,57.212896,43.977122,62.593929,24.981585,3.21,27.488652,37.07,28.029683,2.87,15.809903,59.119999,31.1,32.151047,18.27,38.57,86.415762,16.366556,8.62,7.14,4.37,112.57,20.877009,13.32,19.26,40.360001,19.648878,17.98,26.211752,136.111987,19.42,16.68,47.850151,24.190001,37.310001
20150106,7.56,31.716921,36.257196,34.918838,18.969999,30.15,155.59573,7.7,8.66,15.23,4.56,29.379999,20.753228,25.794038,29.298201,56.765609,43.477718,62.284106,25.602128,3.25,28.081791,36.130001,28.167519,2.73,15.743475,58.189999,30.98,32.561484,18.27,38.029999,85.792431,16.385958,8.4,6.9,4.28,111.580002,20.708246,12.82,18.950001,40.119999,19.282626,17.309999,25.682927,134.407091,19.08,16.5,48.244871,24.040001,36.389999
20150107,7.7,32.029884,34.970076,33.621879,18.440001,30.879999,156.7236,7.88,8.77,15.2,4.57,28.639999,20.942347,26.13031,30.186327,56.755667,43.830237,64.801417,26.222672,3.34,28.519354,37.279999,28.630249,2.74,15.819393,60.630001,32.16,33.392133,19.26,39.790001,87.593172,16.376256,8.33,7.19,4.6,113.169998,20.777736,13.4,19.030001,41.82,18.866881,17.299999,25.233926,136.789948,19.34,16.98,49.833627,24.01,36.689999
20150108,8.05,32.362408,35.32651,33.780286,17.969999,32.32,160.479868,7.9,8.91,14.97,5.18,29.370001,21.459932,26.1402,30.675296,58.107467,44.731128,65.479152,25.461096,3.3,28.305435,38.959999,28.984682,2.85,15.667557,61.759998,32.5,33.450769,21.6,41.200001,88.928884,16.618795,8.69,7.04,4.76,115,21.065625,13.56,19.01,41.939999,19.054956,17.76,24.854767,141.575605,19.790001,16.92,50.97832,23.450001,36.66
20150109,7.86,31.443079,35.029483,33.503075,18.450001,32.630001,158.508554,8.07,8.72,14.94,5.45,30.129999,21.310628,25.309411,30.306076,56.775547,44.261099,63.687989,27.416749,3.24,27.410863,38.41,28.817311,2.9,15.56317,61.77,33.369999,33.421453,23.549999,41.139999,88.829944,16.521781,8.56,6.89,4.72,113.370003,20.251591,14.56,18.68,42.080002,18.708502,17.48,24.535477,151.047213,19.68,16.860001,50.988186,22.950001,36.02
20150112,7.6,30.954071,35.029483,33.473375,18.35,31.360001,157.645506,7.55,8.7,14.94,5.07,29.27,21.270815,25.151165,30.515633,56.855066,44.633207,63.668628,26.655173,3.5,27.508099,38.560001,28.974837,2.69,15.21205,60.91,34.25,33.655987,24.57,40.889999,88.562805,16.521781,8.34,6.92,4.63,112,20.321082,14.64,18.440001,43.439999,18.668909,17.4,24.056542,152.632457,19.719999,16.969999,51.461855,22.780001,36.669998
20150113,7.59,31.227915,34.78196,33.225864,17.92,30.879999,157.527806,8.15,9.15,14.69,4.94,29.73,21.688866,25.576451,30.206286,56.815307,43.914583,61.834748,29.428814,3.27,27.401139,38.810001,29.378495,2.74,15.19307,61.73,34.459999,33.558265,26,40.41,88.879418,17.259101,8.3,6.81,4.58,112.169998,21.184753,14.34,18.35,44.23,18.371947,17.870001,23.687361,152.502856,19.51,16.93,52.961795,22.360001,36.57
20150114,7.51,30.592208,34.514634,32.96845,17.5,29.719999,156.762823,8.03,9.09,14.62,4.95,29.65,21.708772,25.685243,29.926874,57.411687,43.589726,62.137144,29.851913,3.1,27.566441,38.25,29.142208,2.94,14.737562,60.419998,33.759998,34.037112,23.15,40.759998,87.840526,16.696408,8.3,6.89,4.56,109.849998,20.956427,14.27,18.469999,42.93,18.738199,17.719999,23.288249,150.419091,19.33,17.48,50.899377,22.34,36.709999
20150115,7.2,30.377044,34.247309,32.790242,17.440001,28.33,156.586296,8.03,8.75,13.57,4.77,28.700001,21.201138,26.753401,29.128559,56.308384,43.264872,61.347016,29.616859,3.1,26.16624,37.110001,28.649941,2.69,14.699604,59.07,32.169998,33.949161,20.15,40.950001,87.236981,16.861335,8.19,6.56,4.46,109.82,20.033192,13.72,17.84,41.279999,18.362048,17.49,22.569846,148.425068,18.440001,16.93,53.918996,22.040001,36.130001
20150116,7.41,31.090994,34.593839,33.255564,17.809999,28.75,158.881243,8.2,9.13,13.37,4.89,30.129999,21.828215,26.990771,29.537696,59.061676,43.796455,62.956535,29.974141,3.25,26.137068,37.919998,29.132362,2.81,15.287968,59.139999,32.68,34.388914,20.959999,41.720001,87.949363,17.424026,8.4,6.88,4.5,111.75,20.499772,14.52,18.26,42.59,20.044824,17.75,22.899114,150.321044,18.879999,17.309999,55.754453,22.610001,35.529999
20150120,7.44,31.012751,33.781964,32.453627,18.07,29.32,158.822401,8.2,8.93,13.27,5.01,29.059999,21.519655,26.733622,29.577611,59.906553,43.530664,61.893278,29.776696,3.14,25.193879,37.869999,28.610558,2.69,15.1646,58.73,33.110001,33.812345,20.59,41.689999,87.682223,17.443429,8.22,6.77,4.49,110.470001,19.904137,14.84,18.24,43.91,20.015128,17.120001,22.929046,149.6824,18.309999,17.379999,56.48469,22.08,33.150002
