,FLWS,SRCE,FOXA,FOX,TWOU,DDD,MMM,SIXD,EGHT,AVHI,ATEN,AAC,AAON,AIR,AAN,ABAX,ABT,ABBV,ABY,ABEO,ANF,ABMD,ABM,AXAS,ACTG,ACHC,ACAD,AKR,AXDX,XLRN,ACN,ANCX,ACCO,ARAY,ACW,ACE,ACET,ACHN,ACIW,ACOR,ATVI,ACTA,ATU,AYI,ACXM,ADMS,AE,ADUS,ADPT
20130820,6.09,26.118394,31.226819,31.317501,NA,47.41,109.372989,5.184449,9.21,16.01,NA,NA,15.915142,24.645693,27.812314,40.544002,33.104275,39.94196,NA,16.5,45.621192,22.379999,24.322229,2.61,19.895677,37.98,19.860001,22.441484,8.64,NA,68.693022,13.489529,6.7,6.05,5.23,86.247584,15.587165,6.8,16.396669,34.91,16.422379,12.56,36.057658,85.187549,25.17,NA,62.492306,21.459999,NA
20130821,6.09,25.985428,30.79597,30.876963,NA,48.52,108.072352,5.184449,9.2,16.190001,NA,NA,15.8561,24.489646,27.633456,40.336592,33.037514,39.32847,NA,17,44.022098,22.23,23.922412,2.56,20.160465,37.75,20.18,22.100763,8.64,NA,69.311786,13.891419,6.53,6.23,5.22,86.170438,15.236454,6.76,16.219999,33.759998,16.255704,12.53,36.077569,84.800875,24.809999,NA,62.202726,20.280001,NA
20130822,6.25,26.298849,31.41287,31.47414,NA,48.459999,109.263415,5.184449,9.32,16.209999,NA,NA,16.308756,25.045564,27.663266,40.820553,33.066125,39.895481,NA,17,36.242979,22.440001,24.188957,2.59,20.151334,37.950001,20.469999,22.229683,8.82,NA,70.539808,13.935103,6.64,6.25,5.4,87.366176,15.684585,6.76,16.446671,34.540001,16.471401,12.74,36.824207,86.228601,25.15,NA,67.087047,21.18,NA
20130823,6.14,26.270355,31.520579,31.572036,NA,48.439999,109.006149,5.184449,9.35,16.26,NA,NA,16.105395,25.201611,27.732822,40.790921,33.228262,40.369544,NA,16.5,36.384077,22.43,24.579255,2.56,20.096551,38,20.629999,22.358606,8.89,NA,70.454136,13.97005,6.62,6.29,5.58,87.211891,15.56768,6.66,16.446671,34.360001,16.392965,12.9,36.435952,86.020393,25.34,NA,65.899748,20.969999,NA
20130826,6.04,26.070907,31.41287,31.503508,NA,51.900002,108.939449,5.184449,9.34,16.360001,NA,NA,16.033225,25.182104,27.891806,40.741538,32.923066,40.388135,NA,16.5,35.537496,23.190001,24.388867,2.62,20.553083,38.470001,20.9,22.294144,10.24,NA,70.18759,13.541949,6.72,6.33,5.54,86.556162,15.499487,6.58,16.389999,34.66,16.236095,12.79,36.286626,87.150674,25.82,NA,64.712456,21.030001,NA
20130827,5.75,25.06416,30.942851,30.984649,NA,49.389999,107.414889,5.184449,9.09,16.049999,NA,NA,15.350964,24.53841,27.79244,40.119302,32.436657,39.625919,NA,17,33.844339,22.43,23.827218,2.57,19.585235,37.259998,19.959999,22.091554,10.06,NA,68.769173,12.974062,6.52,6.1,5.2,85.292915,14.651935,6.42,16.25667,33.48,15.883138,12.45,35.370748,84.225817,24.870001,NA,62.357167,20.440001,NA
20130828,5.81,24.693754,30.913474,30.994439,NA,50.43,107.672156,5.184449,9.2,16.1,NA,NA,15.469049,24.909023,27.891806,39.319289,32.188687,39.560852,NA,17,34.013655,22.620001,23.436921,2.62,19.548712,37.5,20.110001,21.870547,9.5,NA,68.969082,12.423647,6.5,6.65,5.23,84.801124,15.207227,6.41,16.34333,34.049999,16.06942,12.56,35.500166,85.475078,24.92,NA,61.671818,20.93,NA
20130829,5.52,24.598778,30.766593,30.847593,NA,52.91,107.977068,5.184449,9.32,16.280001,NA,NA,15.71178,25.13334,27.680031,38.697054,32.169612,39.616622,NA,17,34.004198,23.639999,23.617789,2.62,20.014375,38.279999,20.469999,21.796877,9.95,NA,69.226114,12.310069,6.63,6.74,5.32,85.109702,14.992905,6.52,16.613331,34.509998,16.422379,12.8,36.087522,87.081271,25.370001,NA,60.393244,22.290001,NA
20130830,5.44,24.465812,30.678465,30.730114,NA,51.400002,108.224811,5.184449,9.25,16.08,NA,NA,15.298485,24.47014,26.914455,38.697054,31.788118,39.607328,NA,16,33.398839,23.549999,22.989505,2.52,20.060027,38.330002,19.959999,21.483783,9.51,NA,68.778694,11.881969,6.59,6.62,5.24,84.588976,14.320708,6.45,16.22333,33.790001,16.00079,12.52,35.559899,84.771132,24.879999,NA,58.901577,21.18,NA
20130903,5.28,24.570286,31.050562,31.121707,NA,52.939999,107.881784,5.184449,9.74,16.17,NA,NA,15.915142,24.879764,26.636065,38.776065,31.406621,39.588737,NA,18,33.039405,24.01,23.408362,2.58,20.251772,37.810001,20.530001,21.299609,9.83,NA,69.568818,12.047967,6.63,6.56,5.28,85.128985,15.041614,6.58,16.33,34.93,16.64788,12.91,35.589763,83.710254,24.83,NA,59.259964,21.33,NA
20130904,5.42,24.741242,31.285572,31.35666,NA,53.43,109.149078,5.184449,9.66,16.450001,NA,NA,16.006992,24.889517,26.884629,39.635344,31.912102,40.090685,NA,18.5,33.21912,24.07,24.331749,2.52,20.4983,38.490002,20.49,21.649539,10.05,NA,69.540261,11.847022,6.55,6.55,5.27,85.080774,14.778581,6.66,16.566669,35.880001,16.765534,13,36.097476,85.87167,25.01,NA,57.555197,21.370001,NA
20130905,5.34,24.969186,31.285572,31.33708,NA,53.23,109.45399,5.184449,9.68,16.68,NA,NA,15.993864,24.996798,26.77526,39.85263,32.179151,40.443904,NA,19.5,33.928526,24.01,24.369828,2.48,20.288293,38.220001,21.200001,21.428532,9.73,NA,70.444614,12.01302,6.83,6.56,5.3,85.042201,14.359675,7.02,16.463329,35.91,16.834164,13.06,36.435952,87.09118,25.1,NA,58.426953,22.17,NA
20130906,5.34,24.788731,31.432451,31.483928,NA,51.98,109.615973,5.184449,9.51,16.34,NA,NA,16.164437,24.987047,26.526697,39.576082,31.950252,40.797127,NA,20,34.477135,23.860001,24.084243,2.45,20.388731,38.200001,21.41,21.796877,9.41,NA,69.692569,12.44112,6.76,6.46,5.46,85.042201,14.408385,7.2,16.370001,35.689999,16.638076,13.09,36.485731,86.793742,24.99,NA,59.085613,22.360001,NA
20130909,5.39,25.3016,31.584823,31.616603,NA,52.279999,111.235816,5.184449,9.7,16.700001,NA,NA,16.544924,25.279634,26.745432,40.405728,32.236373,41.299075,NA,18.5,34.855483,23.620001,24.436464,2.52,20.735695,38.529999,22.790001,22.19285,9.83,NA,70.044795,12.589644,6.85,6.48,5.5,86.30544,14.622709,7.38,16.466669,37.040001,16.706708,13.72,37.053176,89.579785,25.32,NA,62.20456,21.459999,NA
20130910,5.27,25.453561,31.673296,31.695229,NA,52.41,112.045738,5.184449,9.8,16.370001,NA,NA,16.669573,26.020858,26.914455,40.88969,32.512958,41.624409,NA,19,35.394631,23.57,24.426944,2.56,21.100922,39.189999,22.93,22.248101,9.86,NA,71.149058,12.930378,7,6.46,5.5,86.797238,14.320708,7.49,16.546671,36.919998,16.814555,14,37.799814,91.651972,25.92,NA,63.308782,23.219999,NA
20130911,5.31,25.111649,31.919054,31.950755,NA,52.099998,113.112934,5.184449,9.84,16.110001,NA,NA,16.505564,26.059869,26.914455,41.106976,33.142426,41.782432,NA,18.5,35.139248,23.059999,24.398385,2.6,21.183098,38.720001,23,22.303353,9.91,NA,71.396568,12.8168,6.94,6.75,5.49,88.928355,14.476579,7.29,17.200001,37.110001,16.843969,14.3,37.988961,91.285124,26.129999,NA,62.766359,22.809999,NA
20130912,5.18,25.168634,31.761769,31.783681,NA,50.419998,112.626978,5.184449,9.64,15.89,NA,NA,16.426841,25.738022,26.97411,40.435357,33.151961,41.550049,NA,19,35.195999,22.68,24.426944,2.61,20.854394,39.189999,22.709999,22.25731,9.65,NA,70.59693,12.659538,7.03,6.85,5.31,87.800118,14.21248,7.18,17.110001,37.150002,16.569445,14.33,37.889411,90.402711,26.18,NA,61.235943,23.6,NA
20130913,5.38,25.795476,32.076339,32.08835,NA,50.610001,113.00812,5.253581,9.68,16.08,NA,NA,16.492446,26.274435,26.924398,39.971153,33.256873,41.726658,NA,18,35.205459,23.01,24.48406,2.64,20.863525,39.509998,23.120001,22.478317,9.63,NA,70.920591,12.746906,7.19,6.87,5.35,88.397984,14.320076,7.28,17.16667,35.830002,16.638076,14.79,37.988961,89.916891,26.16,NA,60.451362,24.959999,NA
20130916,5.39,25.747988,32.046845,32.07852,NA,50.060001,113.608421,5.253581,9.7,16.129999,NA,NA,16.289075,26.810846,26.655949,39.85263,33.390396,42.591123,NA,16.5,35.318963,23.42,24.617334,2.48,20.553083,39.540001,23.290001,22.616447,9.63,NA,72.672184,12.100387,7.24,6.93,5.27,89.101931,14.065758,7.27,17.10667,35.98,16.9126,14.48,38.40708,89.500465,26.209999,NA,59.783018,25.860001,NA
20130917,5.56,26.289351,32.037017,32.039207,NA,53.509998,114.275413,5.253581,9.74,16.25,NA,NA,16.577732,27.064423,27.381756,40.188439,33.352249,44.245687,NA,17.5,36.349967,23.620001,24.731566,2.6,20.890916,40.650002,23.76,22.570404,9.64,NA,72.929215,12.03923,7.41,6.83,5.23,89.487655,14.388546,7.42,17.33667,35.619999,16.82436,14.4,38.705735,92.346002,26.610001,NA,59.705527,28.190001,NA
20130918,5.6,26.479302,32.17464,32.206284,NA,53.650002,115.571291,5.253581,10.62,16.389999,NA,NA,16.827018,28.117741,27.371813,40.099548,34.000792,44.543137,NA,20,36.529682,23.190001,24.779165,2.59,20.872656,39.91,23.719999,23.150549,9.93,NA,74.052522,12.021757,7.11,6.78,5.32,90.982326,14.320076,7.18,17.440001,35.82,16.814555,14.6,39.133808,92.851656,26.91,NA,60.364187,27.93,NA
20130919,5.44,26.01392,32.253285,32.255424,NA,54.990002,115.838088,5.253581,10.34,16.42,NA,NA,17.036942,28.868718,28.117504,40.544002,33.705132,44.059784,NA,20.5,36.151334,22.040001,24.798202,2.59,20.982223,39.540001,24.5,23.233427,9.86,19.99,73.824055,12.056703,7.04,6.85,5.28,91.946632,14.437454,7.29,17.433331,35.560001,16.765534,14.47,39.263223,92.365836,26.51,NA,60.170462,28.209999,NA
20130920,5.43,25.842963,32.449888,32.432327,NA,53.490002,114.351643,5.253581,10.23,16.459999,NA,NA,17.345281,28.888225,27.292273,41.482293,33.657446,44.468776,NA,20.5,36.018912,21.389999,24.931476,2.53,20.781349,39.259998,24.870001,23.086088,9.89,20.99,73.605102,12.11786,7,7.12,5.33,91.599481,14.515706,7.29,17.629999,35.009998,16.657685,14.68,38.815243,90.630754,26.370001,NA,58.707853,28,NA
20130923,5.34,26.308347,32.184473,32.166972,NA,53.75,115.399778,5.253581,10.54,16.43,NA,NA,17.155027,28.858965,26.745432,41.33414,33.495308,43.780922,NA,19.5,35.233834,18.879999,25.245618,2.52,20.93657,39.669998,24.620001,23.113715,9.82,20.030001,72.691227,12.135334,6.99,7.16,5.22,90.963043,15.024342,7.41,17.67,35.349998,16.628271,14.54,38.58627,90.967852,26.280001,NA,59.075928,27.67,NA
20130924,5.34,26.108896,31.997694,31.990068,NA,55.150002,115.104396,5.253581,10.4,16.91,NA,NA,17.220633,29.190566,26.844858,41.344019,32.770468,42.739848,NA,20,35.564889,20.450001,25.1885,2.55,20.890916,39.119999,24.940001,23.058463,9.66,21.700001,71.529841,12.266385,6.84,6.99,5.17,91.281266,15.493853,7.24,17.81333,35.110001,16.598859,14.35,38.825196,90.333308,26.74,NA,58.058878,28.780001,NA
20130925,5.33,25.681505,32.115657,32.098176,NA,54.959999,114.53268,5.253581,10.75,16.9,NA,NA,17.338718,26.488999,27.12325,41.304511,32.112386,42.135654,NA,19,35.044659,18.93,25.074268,2.57,20.370469,39.450001,24.67,22.901916,9.82,22.57,72.46276,12.310069,6.79,7.12,5.18,91.869486,15.93402,7.08,17.85667,34.759998,16.618468,14.35,38.58627,90.234162,27.950001,NA,58.194487,29.43,NA
20130926,5.31,25.833467,32.459721,32.422501,NA,55.689999,114.970998,5.253581,10.84,16.799999,NA,NA,17.417441,27.200964,27.441411,41.324265,32.10285,41.828907,NA,22.499999,34.533886,18.639999,25.226579,2.56,20.680911,39.09,26.209999,23.022649,11.1,22.139999,72.224771,13.035218,6.8,7.22,5.17,91.782231,15.953581,7.39,17.99,35.240002,16.677294,14.43,38.865304,91.364443,28.139999,NA,56.431602,29.25,NA
20130927,5.23,25.510548,32.695646,32.697683,NA,54.790001,114.551741,5.253581,10.36,17.24,NA,NA,17.62081,27.08393,27.441411,40.958827,31.606906,41.206123,NA,18,34.023116,18.75,25.274176,2.62,20.562214,39.599998,27.030001,22.929778,11.06,22.92,70.530287,12.615854,6.72,7.3,5.15,91.442909,15.513415,7.24,18.030001,34.740002,16.49101,14.1,38.765651,90.372968,27.860001,NA,56.092587,28.66,NA
20130930,4.93,25.567533,32.941404,32.825448,NA,53.990002,113.779934,5.253581,10.07,17.459999,NA,NA,17.424004,26.654799,27.540836,41.600813,31.654592,41.577934,NA,22.499999,33.455589,19.059999,25.340813,2.57,21.055268,39.43,27.469999,22.920491,13.41,22.23,70.10191,12.458594,6.64,7.38,5.14,90.706089,15.27866,3.02,18.02,34.200001,16.353749,14.19,38.705857,91.235547,28.389999,NA,53.767906,28.969999,NA
20131001,4.99,25.77648,33.403431,33.356156,NA,55.830002,113.980032,5.184449,10.51,18.01,NA,NA,18.289955,27.044917,27.501065,41.284757,32.217298,42.572532,NA,21,33.966362,19.139999,25.647162,2.63,20.817871,39.650002,28.09,23.273399,13,22.5,70.273262,12.493541,6.69,7.46,5.18,91.152057,15.503635,2.65,18.34,35.43,16.569445,14.32,38.715821,98.066818,28.76,NA,52.673372,29.219999,NA
20131002,5.06,24.912199,33.138011,33.061317,NA,55.220001,113.579829,5.184449,10.47,17.860001,NA,NA,17.568323,26.518259,27.56072,40.741538,32.331749,42.711963,NA,18,33.824479,18.889999,25.321666,2.79,20.589605,40.709999,28.84,23.171242,12.79,23.49,69.978159,12.240175,6.59,7.4,5.04,91.258702,15.405819,2.88,18.396669,36.080002,16.461598,14.02,38.725789,93.2879,28.85,NA,53.58387,29.450001,NA
20131003,4.87,24.741242,32.587516,32.599401,NA,53.93,112.960482,5.184449,10.44,17.799999,NA,NA,17.279674,26.098882,27.501065,39.753864,31.749968,42.767732,NA,19.5,33.493425,19.1,25.225931,2.9,20.005244,40.009998,28.24,22.753323,12.67,25.790001,69.625933,12.240175,6.7,7.38,5.02,89.474832,15.239534,2.78,18.196671,36.060001,16.33414,15.3,38.187653,92.048556,30.18,NA,53.53544,29.030001,NA
20131004,4.9,25.282606,33.079032,33.012178,NA,54.139999,113.770403,5.184449,10.42,17.700001,NA,NA,17.410877,26.245176,27.590548,39.151382,32.007478,43.502063,NA,20,33.200202,19.23,25.225931,2.97,20.105682,39.939999,28.77,22.716174,13.63,25.889999,69.74017,12.318806,6.89,7.59,5.09,90.046831,15.063468,2.72,18.07,36.540001,16.549836,16.049999,38.217548,95.132045,29.91,NA,53.893827,29.360001,NA
20131007,4.75,25.263611,32.528533,32.46181,NA,53.720001,113.09388,5.184449,10.22,18.32,NA,NA,16.872942,25.903822,27.431468,38.203217,31.950252,42.842097,NA,19,32.112449,19.68,24.871714,2.95,19.356969,39.32,27.559999,22.716174,13.41,25.9,68.873888,12.14407,6.86,7.61,4.93,89.649341,14.994998,2.79,17.91667,35.91,16.187074,15.84,37.59969,95.50881,29.82,NA,52.402157,28.25,NA
20131008,4.65,25.168634,31.88956,31.862303,NA,51.939999,111.636019,5.184449,10.2,18.309999,NA,NA,16.315319,25.503952,27.411582,38.568655,31.482918,41.382733,NA,19.5,31.393582,19.75,24.795127,2.79,18.325205,38.650002,23.299999,22.418988,12.59,23.200001,67.674424,12.14407,6.8,7.56,4.61,88.379303,14.828712,2.74,17.5,34.68,16.049813,15.45,36.961901,93.991854,29.48,NA,51.191386,26.950001,NA
20131009,4.68,25.567533,31.653635,31.626434,NA,49.459999,112.026684,5.184449,10.22,18.27,NA,NA,16.70237,25.552717,27.20279,38.430381,31.635517,41.652298,NA,18,32.02732,19.57,24.747261,2.74,18.316074,38.25,19.860001,22.521146,12.44,19.98,67.790174,12.248912,6.7,7.24,4.58,88.233877,14.760242,2.44,17.370001,33.98,15.961573,15.61,36.74266,92.355919,29.1,NA,49.612544,26.190001,NA
20131010,4.95,26.412819,32.312264,32.216111,NA,52.5,113.713227,5.184449,10.44,18.389999,NA,NA,16.827018,26.55727,27.580606,38.539026,32.219765,42.843433,NA,19.5,32.292163,19.74,25.742895,2.93,18.316074,39.290001,23.030001,23.208389,13.09,20.629999,68.735459,12.8168,6.65,7.24,4.86,90.327986,15.102593,2.47,18,35.330002,16.716511,15.95,37.181143,95.280768,29.52,NA,49.980615,28.940001,NA
20131011,5.35,26.973177,32.666156,32.579749,NA,53.790001,115.028166,5.184449,10.61,19.129999,NA,NA,17.535524,26.869364,27.998192,39.111875,32.334698,42.815297,NA,19.5,32.348917,19.83,26.010951,2.92,18.635647,38.82,21.49,23.459141,14.43,22.120001,70.134086,13.087638,6.79,7.29,4.93,91.229618,15.54276,2.66,18.16333,35.34,16.745925,16.32,37.739206,96.976189,29.93,NA,50.193712,29.309999,NA
20131014,5.1,27.429062,33.11835,33.002352,NA,53.720001,115.676105,5.184449,10.71,18.530001,NA,NA,17.614247,27.103436,28.266641,39.141507,32.564567,43.453072,NA,19.5,32.311081,20.299999,26.154551,2.9,18.599125,38.939999,23.51,23.356982,13.47,21.280001,70.085862,13.017745,7.09,7.39,4.96,91.617418,15.885111,2.86,18.40333,32.5,17.481255,16.459999,38.038169,98.165964,30.48,NA,48.982941,29.290001,NA
20131015,5.15,27.343585,32.852931,32.776305,NA,53.900002,114.170599,5.184449,10.72,18.280001,NA,NA,17.719214,26.440235,28.197044,38.647671,32.286809,43.218596,NA,19,32.405667,20.059999,25.86735,2.88,18.489557,38.529999,23.129999,23.36627,13.56,22.129999,69.06341,12.650801,7.02,7.39,4.87,90.929077,16.012272,2.78,18.066669,32.16,17.412625,16.49,37.559827,96.420966,29.799999,NA,48.091816,29.35,NA
20131016,5.24,27.562029,33.364108,33.326673,NA,55.25,115.237795,5.184449,10.93,18.43,NA,NA,17.509279,26.840106,28.475434,38.450135,34.384353,44.137741,NA,19.5,32.585386,20.290001,25.857776,2.94,18.909566,39.779999,24.549999,23.83991,14.41,22.620001,69.864007,12.886694,7.06,7.46,4.88,92.829289,16.2079,2.84,18.15,32.990002,16.98123,16.879999,37.769105,96.669165,30.91,NA,48.237106,29.719999,NA
20131017,5.24,27.543034,33.737662,33.641168,NA,56.759998,116.838585,5.184449,10.99,18.49,NA,NA,17.870096,27.191211,28.515205,37.650118,35.600732,45.178811,NA,19,32.39621,20.42,26.202419,2.99,17.914327,40.139999,24.629999,24.174245,14.8,22.049999,70.269126,12.851747,7.1,7.61,4.84,93.944211,16.423094,2.95,18.296671,33.119999,17.24595,17,37.749174,97.155636,31.889999,NA,48.421146,30.4,NA
20131018,5.3,27.448057,33.678678,33.621512,NA,56.77,117.048206,5.184449,11.95,18.57,NA,NA,17.87666,27.567713,28.485377,37.758763,35.715668,45.328879,NA,17.5,32.944819,20.16,26.862983,2.99,14.134239,39.950001,23.99,24.239255,15.69,22.799999,70.298062,12.755643,7.1,7.8,4.84,94.012076,16.374185,2.91,18.66333,32.799999,17.24595,17.110001,38.357068,99.975191,32.470001,NA,49.351017,31.280001,NA
20131021,5.32,27.286598,33.816306,33.660825,NA,57.700001,117.438878,5.184449,11.77,18.450001,NA,NA,17.817618,27.675284,28.127446,38.272354,35.303822,45.347634,NA,17,32.150284,20.33,27.236348,3.01,14.654685,39.990002,23.07,24.034938,15.66,22.370001,70.925036,12.755643,7.06,7.73,4.72,94.506521,16.550252,2.77,18.613331,32.509998,17.118491,17.01,38.396927,101.90123,32.349998,NA,52.741175,31.780001,NA
20131022,5.36,27.457555,34.278329,34.142397,NA,57.290001,117.962949,5.184449,11.45,18.790001,NA,NA,17.902895,28.086012,28.833366,37.610614,35.457067,45.957273,NA,17.5,32.632679,20.18,27.753311,3.01,14.42642,39.740002,22.58,24.499292,15.62,22.75,71.330155,12.537224,7.08,7.48,4.72,94.81676,16.374185,2.72,18.683331,32.709999,17.255754,17,38.466684,102.675614,32.27,NA,52.789605,32.169998,NA
20131023,5.3,27.581025,34.180027,33.91635,NA,56.75,117.391233,5.184449,11.13,19.110001,NA,NA,18.093147,28.565195,28.982504,32.000627,35.6582,45.328879,NA,17,33.493425,20.59,27.590563,3.04,14.316852,39.43,22.02,24.972932,15.41,23.059999,71.166179,12.659538,7.02,7.38,4.75,93.352818,16.33506,2.71,18.65,33.23,17.06947,17.110001,38.317205,102.75504,32.450001,NA,53.399834,30.370001,NA
20131024,5.41,28.103392,34.58307,34.250502,NA,57.700001,117.66756,5.184449,11.15,19.02,NA,NA,18.526124,28.731443,29.231067,33.926588,35.639044,44.953716,NA,17,34.543346,20.969999,27.408667,3.01,14.399028,39.330002,24.73,25.29798,14.77,23.25,70.8961,12.834273,7.14,7.23,4.78,93.789088,16.031833,2.61,18.64333,33.029999,16.971426,17.040001,38.14779,102.993311,32.889999,NA,53.738849,28.84,NA
20131025,5.33,28.90119,34.2685,34.044115,NA,58.639999,118.553712,5.184449,10.88,18.700001,NA,NA,18.854132,28.555418,28.187101,34.183385,35.677356,46.238643,NA,16.5,33.871776,21.42,27.303361,3.08,14.225545,39.279999,24.07,25.548732,13,22.85,71.002203,13.009008,7.14,7.07,4.75,93.207392,15.914457,2.5,18.65,33.119999,17.000839,16.629999,38.038169,102.576336,32.790001,NA,53.273913,28.049999,NA
20131028,5.73,29.442553,34.23901,34.024459,NA,56.98,119.030137,5.184449,10.97,18.959999,NA,NA,18.060341,28.868354,28.216927,35.190813,35.706088,46.35119,NA,16.5,34.65685,21.610001,27.188479,3.02,13.832927,39.139999,23.620001,25.409426,13.11,23.76,71.687049,12.904168,7.19,7.03,4.74,92.897153,15.982927,2.43,18.603331,32.849998,16.961621,16.74,37.948484,102.000508,33.080002,NA,53.419207,25.52,NA
20131029,5.14,29.812959,34.229178,33.98515,NA,59.529999,119.373164,5.184449,10.8,18.99,NA,NA,18.217786,29.298639,28.336239,35.358716,35.706088,46.698217,NA,17.5,34.827108,21.75,26.920425,3.02,14.225545,39.349998,23.629999,25.093665,13.05,22.74,72.256151,12.711959,7.09,7,4.68,93.449766,16.158993,2.52,18.620001,33.279999,16.265509,16.4,38.058101,102.645831,33.599998,NA,53.603243,26.049999,NA
20131030,5.2,29.85095,33.364108,33.257878,NA,60.93,118.906269,5.184449,10.8,18.790001,NA,NA,17.935701,28.467404,28.30641,35.092043,35.380443,45.769691,NA,17.5,35.621643,21.68,26.231139,2.95,13.843559,42.669998,22.309999,25.084378,12.85,22.85,71.619529,12.589644,5.89,6.81,4.46,93.30434,15.797078,2.48,18.446671,32,16.285118,16.129999,37.629585,101.116915,32.880001,NA,52.566824,24.969999,NA
20131031,5.44,29.803461,33.501736,33.434782,NA,62.240002,119.916289,5.184449,11.44,19.1,NA,NA,17.719214,28.633652,28.206987,35.289579,35.006909,45.441426,NA,16,35.451385,24.01,26.336447,2.89,13.889581,43.419998,22.73,24.768617,12.82,22.540001,70.8961,12.694485,5.85,6.76,4.5,92.528747,15.601449,2.51,18.373329,30.610001,16.353749,16.309999,37.430279,99.786563,33.23,NA,50.145282,25.85,NA
20131101,5.08,30.013548,33.786812,33.631342,NA,63.009998,119.963935,5.184449,11.21,19.18,NA,NA,17.778256,28.496741,28.216927,34.509316,35.399599,45.919756,NA,17,34.90278,24.360001,26.556635,2.93,13.917194,42.279999,22.5,24.861489,13.28,21.24,70.413813,12.476067,5.85,6.71,3.64,92.935934,15.728608,2.53,17.883329,30.889999,16.373358,16.530001,37.928552,98.982388,33.27,NA,47.578447,25.5,NA
20131104,5.1,30.003998,33.570548,33.434782,NA,66.040001,120.36413,5.184449,11.3,19.120001,NA,NA,17.922574,29.093276,28.753826,35.753787,35.418755,45.732174,NA,16.5,36.141873,24.85,26.556635,3.03,13.898786,42.709999,22.219999,25.121525,13.3,20.280001,70.134086,12.599331,6,6.85,3.35,93.537024,16.080742,2.71,17.860001,32.330002,16.510619,16.110001,38.646063,99.270302,33.32,NA,49.215411,23.91,NA
20131105,5.06,30.080393,33.511565,33.28736,NA,70.010002,120.173563,5.184449,11.26,19.110001,NA,NA,18.77541,29.220405,28.634514,34.805621,35.782713,45.178811,NA,17,36.236463,24.42,26.508768,3.01,13.549015,43.080002,22.65,24.898636,13.58,21.459999,70.76106,12.352803,5.64,6.77,3.25,93.663056,16.022051,2.62,17.77,32.599998,16.206683,15.99,38.177689,98.267577,33.549999,NA,47.898092,24.450001,NA
20131106,4.9,30.328676,33.344447,33.179252,NA,69.510002,121.135937,5.184449,10.92,19.120001,NA,NA,18.854132,29.415991,28.545031,34.558702,35.97427,45.066264,NA,16.5,31.336831,25.84,26.432181,3.17,13.769923,42.209999,21,24.750043,13.21,19.530001,72.381543,12.432044,5.69,6.91,3.22,94.797365,16.149212,2.47,17.57667,32.549999,16.206683,16.139999,38.237479,99.697207,32.630001,NA,48.285536,24.58,NA
20131107,4.79,29.813011,32.243452,32.117832,NA,67.860001,120.449891,5.184449,10.4,19.09,NA,NA,17.168154,28.584754,28.952677,34.568577,36.05089,44.306564,NA,16,31.213867,26.15,26.135404,3.19,13.613446,41.900002,20.889999,24.350699,12.77,17.4,72.873477,12.282366,5.68,6.82,3.18,94.428959,15.963363,2.44,19.053329,31.75,16.510619,15.96,37.320659,99.280232,31.360001,NA,47.530017,23.59,NA
20131108,4.92,30.787045,33.265807,33.031835,NA,70.400002,121.955389,5.184449,10.64,19.41,NA,NA,17.18127,29.523564,29.310607,34.815496,36.510625,45.047505,NA,16.5,32.509714,27.190001,26.690662,3.39,13.604242,43.060001,21.73,24.387848,12.37,18.5,72.574454,12.775422,5.85,7.7,3.14,95.282114,19.337972,2.49,19.870001,31.799999,16.73612,16.190001,37.519969,100.93821,32.02,NA,53.322343,25.629999,NA
20131111,4.83,30.395521,32.892253,32.668201,NA,76.099998,121.917275,5.184449,9.86,19.25,NA,NA,17.568323,29.846279,29.290722,34.815496,36.299916,45.553974,NA,16.5,32.405667,27.139999,26.384313,3.42,13.595038,43.419998,23.01,24.359986,12.28,19.030001,72.815598,12.643353,5.82,7.7,3.22,95.514791,18.633705,2.5,19.953329,32.049999,16.657685,16.1,37.838863,102.328135,32.259998,NA,53.758222,24.860001,NA
20131112,4.86,30.796593,32.607173,32.363532,NA,77.940002,122.307947,5.184449,9.84,19.26,NA,NA,17.706087,29.474666,29.738137,35.013031,35.888069,44.531659,NA,16,32.367835,27.42,26.499195,3.55,13.355721,44.240002,22.58,24.202106,12.1,19.01,73.596907,12.740204,5.74,7.69,3.2,93.46916,18.653268,2.79,20.35667,32.740002,16.775339,16.540001,37.858794,102.50684,32.849998,NA,53.845397,25.030001,NA
20131113,5.11,30.748847,33.11835,32.786135,NA,78.120003,122.527099,5.184449,9.63,19.34,NA,NA,17.797937,29.44533,29.936988,34.943894,36.175403,44.878682,NA,16,33.323167,27.68,26.68109,3.86,13.337311,44.459999,22.98,24.434282,12.35,19.459999,74.667583,12.819445,5.81,7.91,3.29,94.332011,19.034745,2.69,20.633329,33.490002,16.98123,16.65,38.207584,104.333592,33.07,NA,53.574186,25.190001,NA
20131114,5.09,30.481465,33.550887,33.208739,NA,78.599998,123.670517,5.184449,9.5,19.27,NA,NA,18.047223,29.279082,29.976758,34.874758,36.165823,45.056886,NA,16,33.256956,27.290001,26.786396,3.66,13.245267,44.700001,22.940001,24.592163,12.42,19.290001,74.329977,12.810641,6.12,8.28,3.35,95.301508,18.956493,2.75,20.626671,33.560001,17.353799,16.639999,38.406894,104.075469,33.32,NA,53.903516,25.969999,NA
